Transaction_ID,Amount,VAT_Rate,Country,Item_Category,Applied_VAT
1485,615.23,0.05,France,Food,30.76
1486,377.26,0.12,France,Food,45.27
1487,774.43,0.05,India,Furniture,38.72
1488,178.76,0.2,Germany,Furniture,35.75
1489,390.67,0.12,USA,Furniture,46.88
1490,353.49,0.05,India,Electronics,17.67
1491,437.49,0.05,USA,Books,21.87
1492,783.96,0.18,USA,Furniture,141.11
1493,489.33,0.2,UK,Furniture,97.87
1494,796.07,0.05,Germany,Food,39.8
1495,580.72,0.05,India,Clothing,29.04
1496,348.65,0.05,Germany,Clothing,17.43
1497,811.88,0.2,France,Electronics,162.38
1498,245.91,0.12,Germany,Clothing,29.51
1499,232.14,0.2,USA,Books,45.11
1500,509.46,0.18,France,Food,87.48
1501,268.24,0.18,Germany,Electronics,48.28
1502,19.0,0.2,Germany,Clothing,4.88
1503,651.81,0.05,USA,Clothing,32.59
1504,515.98,0.05,France,Food,25.8
1505,451.06,0.12,USA,Electronics,54.13
1506,967.3,0.2,Germany,Food,193.46
1507,575.49,0.2,India,Electronics,115.1
1508,864.8,0.05,India,Clothing,43.24
1509,148.06,0.18,UK,Food,26.65
1510,573.51,0.18,India,Food,103.23
1511,869.3,0.12,France,Books,104.32
1512,587.27,0.12,UK,Food,70.47
1513,720.83,0.18,France,Electronics,129.75
1514,378.32,0.2,India,Books,75.66
1515,101.53,0.12,India,Food,12.18
1516,463.32,0.05,Germany,Food,23.17
1517,400.53,0.2,France,Books,80.11
1518,868.39,0.05,USA,Clothing,43.42
1519,251.56,0.12,Germany,Food,30.19
1520,967.07,0.18,France,Furniture,174.07
1521,958.56,0.12,UK,Clothing,115.03
1522,255.16,0.18,France,Food,47.47
1523,354.57,0.2,UK,Clothing,67.17999999999999
1524,896.6,0.12,UK,Electronics,107.59
1525,966.96,0.12,India,Clothing,116.04
1526,449.0,0.12,USA,Books,53.88
1527,327.79,0.2,France,Food,65.56
1528,530.83,0.05,USA,Clothing,26.54
1529,690.89,0.05,UK,Furniture,34.54
1530,280.74,0.18,India,Electronics,50.53
1531,739.11,0.12,USA,Electronics,88.69
1532,61.14,0.05,Germany,Clothing,3.06
1533,58.8,0.2,UK,Books,11.76
1534,392.42,0.12,Germany,Electronics,46.11000000000001
1535,359.94,0.18,USA,Clothing,64.79
1536,322.48,0.05,USA,Clothing,16.12
1537,496.11,0.2,USA,Electronics,99.39
1538,327.53,0.2,France,Clothing,65.51
1539,200.34,0.18,UK,Clothing,36.06
1540,316.37,0.05,UK,Furniture,15.82
1541,975.16,0.12,UK,Clothing,117.02
1542,417.0,0.2,France,Clothing,83.4
1543,450.27,0.18,USA,Books,81.05
1544,580.78,0.2,USA,Electronics,116.16
1545,983.51,0.2,Germany,Books,196.7
1546,249.19,0.05,France,Food,12.46
1547,684.47,0.05,India,Books,34.22
1548,718.82,0.12,France,Food,86.26
1549,611.25,0.2,Germany,Food,122.25
1550,97.69,0.18,Germany,Books,17.58
1551,680.1,0.2,Germany,Furniture,136.02
1552,73.45,0.18,USA,Books,13.22
1553,600.18,0.2,India,Electronics,120.04
1554,742.19,0.18,Germany,Books,133.59
1555,218.86,0.2,UK,Furniture,44.410000000000004
1556,843.21,0.2,USA,Books,168.64
1557,40.05,0.12,India,Furniture,4.81
1558,845.37,0.05,UK,Electronics,41.03
1559,465.73,0.05,India,Clothing,23.29
1560,225.41,0.18,India,Furniture,40.57
1561,142.44,0.2,UK,Furniture,28.49
1562,953.77,0.2,France,Furniture,189.08
1563,81.94,0.05,India,Electronics,4.1
1564,207.1,0.18,France,Food,37.28
1565,354.34,0.12,India,Furniture,42.52
1566,624.03,0.12,UK,Electronics,74.88
1567,549.35,0.12,India,Clothing,65.92
1568,134.39,0.2,Germany,Furniture,26.88
1569,296.83,0.18,Germany,Food,53.43
1570,246.36,0.05,India,Electronics,12.32
1571,221.41,0.2,UK,Clothing,44.28
1572,417.03,0.2,UK,Food,83.41
1573,706.99,0.12,USA,Clothing,84.84
1574,225.28,0.18,UK,Food,38.65
1575,373.01,0.18,France,Books,67.14
1576,397.01,0.12,India,Books,47.64
1577,976.69,0.12,Germany,Books,117.2
1578,955.12,0.12,UK,Clothing,114.61
1579,802.14,0.2,Germany,Books,160.43
1580,249.24,0.2,USA,Electronics,49.85
1581,77.36,0.2,India,Electronics,15.47
1582,323.74,0.05,UK,Books,18.87
1583,274.13,0.05,Germany,Food,13.71
1584,510.87,0.18,UK,Food,91.96
1585,779.95,0.12,USA,Clothing,93.59
1586,859.74,0.12,Germany,Food,103.17
1587,846.42,0.2,Germany,Furniture,169.28
1588,366.08,0.05,India,Food,18.3
1589,690.36,0.12,India,Electronics,82.84
1590,319.71,0.18,Germany,Food,57.55
1591,70.3,0.12,India,Clothing,8.44
1592,704.55,0.2,Germany,Food,140.91
1593,19.73,0.2,France,Clothing,2.5300000000000002
1594,415.09,0.05,UK,Furniture,20.75
1595,336.09,0.18,France,Books,60.5
1596,696.44,0.18,France,Furniture,125.36
1597,768.58,0.12,UK,Electronics,92.23
1598,311.05,0.18,Germany,Furniture,55.99
1599,813.51,0.12,Germany,Furniture,97.62
1600,300.98,0.12,India,Electronics,36.12
1601,451.86,0.05,USA,Electronics,22.59
1602,729.75,0.18,Germany,Books,131.35
1603,695.99,0.2,UK,Books,139.2
1604,987.49,0.12,USA,Food,118.5
1605,232.91,0.12,UK,Clothing,27.95
1606,665.69,0.12,UK,Electronics,79.88
1607,613.59,0.18,UK,Furniture,110.45
1608,915.95,0.18,USA,Furniture,164.87
1609,164.8,0.18,France,Books,32.79
1610,754.28,0.12,UK,Clothing,90.51
1611,572.59,0.2,India,Electronics,114.52
1612,281.92,0.2,Germany,Books,56.38
1613,479.69,0.18,Germany,Clothing,86.34
1614,340.44,0.2,Germany,Electronics,68.09
1615,583.52,0.12,USA,Furniture,70.02
1616,890.11,0.18,India,Furniture,160.22
1617,573.61,0.18,India,Books,103.25
1618,635.41,0.12,India,Clothing,76.25
1619,523.56,0.18,India,Furniture,94.24
1620,60.65,0.12,India,Clothing,7.28
1621,240.53,0.18,France,Books,43.3
1622,497.08,0.2,India,Food,99.42
1623,317.13,0.18,India,Clothing,57.08
1624,189.95,0.18,USA,Clothing,34.19
1625,509.09,0.18,USA,Books,91.64
1626,329.58,0.05,India,Food,16.48
1627,265.53,0.2,France,Furniture,53.11
1628,469.35,0.12,India,Electronics,60.45
1629,141.95,0.05,India,Books,7.1
1630,928.47,0.2,India,Electronics,183.57999999999998
1631,869.03,0.18,UK,Food,156.43
1632,710.54,0.18,France,Food,127.9
1633,115.15,0.12,Germany,Clothing,13.82
1634,778.12,0.12,India,Electronics,92.62
1635,809.88,0.2,Germany,Electronics,161.98
1636,770.09,0.2,France,Food,154.02
1637,122.83,0.12,India,Electronics,14.74
1638,647.47,0.2,Germany,Furniture,129.49
1639,835.98,0.12,Germany,Food,99.55
1640,581.58,0.18,France,Clothing,104.68
1641,649.94,0.12,India,Clothing,77.99
1642,463.78,0.05,UK,Clothing,23.19
1643,533.42,0.12,France,Electronics,64.01
1644,44.03,0.12,UK,Food,5.28
1645,642.57,0.05,India,Clothing,32.13
1646,90.63,0.05,Germany,Food,4.53
1647,440.66,0.05,France,Electronics,22.03
1648,299.73,0.05,France,Furniture,14.99
1649,549.97,0.12,France,Furniture,66.0
1650,142.08,0.2,USA,Furniture,28.42
1651,694.73,0.05,India,Electronics,34.74
1652,797.06,0.18,USA,Clothing,142.15
1653,171.72,0.12,France,Electronics,20.61
1654,113.27,0.2,France,Food,22.65
1655,154.06,0.18,UK,Furniture,27.73
1656,878.36,0.12,USA,Food,105.4
1657,532.91,0.12,Germany,Electronics,63.95
1658,472.59,0.18,India,Books,85.07
1659,115.64,0.05,Germany,Books,5.78
1660,653.06,0.05,Germany,Electronics,32.65
1661,869.32,0.18,India,Clothing,156.48
1662,829.9,0.2,France,Food,165.98
1663,629.79,0.05,UK,Electronics,31.49
1664,84.53,0.12,France,Electronics,10.14
1665,121.27,0.12,France,Books,18.21
1666,58.82,0.2,USA,Furniture,11.76
1667,264.9,0.12,Germany,Furniture,31.79
1668,144.3,0.05,Germany,Clothing,7.22
1669,267.45,0.2,Germany,Clothing,53.49
1670,391.21,0.05,UK,Clothing,19.56
1671,943.55,0.2,UK,Books,188.71
1672,614.27,0.18,UK,Electronics,110.57
1673,836.62,0.12,India,Clothing,100.39
1674,713.25,0.2,UK,Books,142.65
1675,121.38,0.18,USA,Food,23.48
1676,738.56,0.05,USA,Electronics,36.93
1677,282.35,0.18,France,Food,50.82
1678,642.72,0.05,France,Furniture,32.14
1679,347.55,0.2,France,Furniture,69.51
1680,997.7,0.2,France,Electronics,199.54
1681,270.92,0.12,USA,Clothing,32.51
1682,286.34,0.12,France,Electronics,34.36
1683,931.37,0.2,USA,Clothing,186.27
1684,34.4,0.05,UK,Furniture,1.72
1685,699.72,0.05,UK,Electronics,34.99
1686,728.07,0.2,India,Electronics,145.61
1687,838.01,0.05,France,Clothing,41.9
1688,974.69,0.2,UK,Furniture,194.94
1689,975.85,0.12,UK,Furniture,117.1
1690,74.62,0.05,Germany,Clothing,3.73
1691,823.62,0.12,Germany,Clothing,98.83
1692,649.85,0.18,USA,Clothing,116.97
1693,650.87,0.12,India,Furniture,83.05999999999999
1694,137.07,0.18,Germany,Furniture,24.67
1695,653.69,0.12,India,Electronics,78.44
1696,982.66,0.12,UK,Furniture,117.92
1697,912.7,0.05,USA,Food,45.64
1698,444.74,0.12,India,Food,53.37
1699,49.55,0.2,Germany,Clothing,9.91
1700,368.67,0.05,UK,Clothing,18.43
1701,828.13,0.05,France,Clothing,41.41
1702,704.48,0.05,UK,Electronics,35.22
1703,464.75,0.12,Germany,Food,55.77
1704,64.55,0.05,Germany,Food,3.23
1705,432.63,0.18,France,Furniture,77.87
1706,474.33,0.18,UK,Food,85.38
1707,929.27,0.12,India,Furniture,111.51
1708,644.68,0.05,India,Electronics,32.23
1709,318.54,0.2,UK,Clothing,63.71
1710,530.07,0.2,India,Clothing,106.01
1711,75.39,0.18,UK,Furniture,13.57
1712,972.84,0.12,UK,Books,116.74
1713,366.46,0.12,Germany,Furniture,43.98
1714,483.09,0.12,USA,Electronics,57.97
1715,361.73,0.12,Germany,Food,43.41
1716,685.69,0.12,India,Furniture,87.22
1717,665.61,0.05,USA,Electronics,33.28
1718,718.17,0.05,UK,Clothing,35.91
1719,275.46,0.05,India,Books,13.77
1720,322.51,0.2,France,Books,64.5
1721,134.0,0.05,India,Furniture,6.7
1722,658.95,0.12,USA,Food,79.07
1723,49.4,0.12,USA,Furniture,5.93
1724,601.71,0.2,UK,Books,120.34
1725,871.0,0.2,France,Books,175.57999999999998
1726,891.92,0.18,UK,Clothing,160.55
1727,454.55,0.2,France,Food,90.91
1728,464.71,0.18,France,Food,83.65
1729,86.2,0.05,UK,Books,4.31
1730,674.06,0.12,India,Books,80.89
1731,823.05,0.18,Germany,Furniture,148.15
1732,252.21,0.18,France,Furniture,45.4
1733,427.09,0.18,USA,Clothing,76.88
1734,840.45,0.2,UK,Books,168.09
1735,878.35,0.2,India,Furniture,175.67
1736,250.75,0.2,France,Clothing,50.15
1737,555.06,0.18,India,Food,99.91
1738,200.57,0.05,UK,Books,10.03
1739,110.86,0.12,USA,Electronics,13.3
1740,912.01,0.2,France,Books,182.4
1741,822.3,0.05,France,Furniture,41.12
1742,762.43,0.2,India,Books,152.49
1743,58.28,0.2,UK,Electronics,11.66
1744,845.29,0.18,Germany,Books,153.58
1745,443.66,0.18,France,Furniture,84.83
1746,348.97,0.2,USA,Food,69.79
1747,551.01,0.12,France,Furniture,66.86
1748,100.44,0.2,France,Clothing,20.09
1749,759.08,0.12,Germany,Furniture,91.09
1750,586.61,0.05,Germany,Clothing,30.86
1751,194.72,0.2,UK,Books,38.94
1752,196.35,0.12,France,Clothing,23.56
1753,192.41,0.05,France,Books,9.62
1754,66.43,0.05,India,Clothing,3.32
1755,591.92,0.18,India,Furniture,106.55
1756,841.94,0.05,USA,Electronics,40.9
1757,27.32,0.18,USA,Books,4.92
1758,58.51,0.05,India,Clothing,2.93
1759,577.04,0.05,USA,Electronics,28.85
1760,821.3,0.12,France,Clothing,98.56
1761,333.47,0.12,Germany,Clothing,40.02
1762,356.12,0.18,France,Clothing,64.1
1763,600.38,0.2,India,Furniture,120.08
1764,281.47,0.12,UK,Clothing,29.69
1765,36.34,0.05,UK,Electronics,0.18000000000000016
1766,737.88,0.18,India,Clothing,132.82
1767,629.39,0.18,France,Food,113.29
1768,584.95,0.18,USA,Books,105.29
1769,744.27,0.05,USA,Furniture,37.21
1770,678.48,0.12,UK,Food,81.42
1771,213.82,0.2,India,Food,42.76
1772,358.96,0.18,India,Electronics,64.61
1773,134.85,0.05,Germany,Electronics,6.74
1774,138.56,0.12,UK,Furniture,16.63
1775,679.43,0.12,India,Furniture,81.53
1776,860.01,0.2,Germany,Books,172.0
1777,963.11,0.18,USA,Clothing,173.36
1778,632.06,0.05,UK,Furniture,31.6
1779,192.26,0.12,UK,Furniture,23.07
1780,114.59,0.05,India,Clothing,5.73
1781,814.72,0.12,India,Books,100.57
1782,582.97,0.18,France,Electronics,104.93
1783,622.1,0.18,USA,Books,107.03
1784,783.65,0.2,USA,Clothing,156.73
1785,706.24,0.12,Germany,Electronics,84.75
1786,836.11,0.05,Germany,Electronics,41.81
1787,65.65,0.12,France,Electronics,7.88
1788,750.05,0.05,USA,Books,37.5
1789,852.34,0.2,Germany,Clothing,170.47
1790,293.27,0.12,USA,Books,35.19
1791,644.04,0.18,USA,Books,115.93
1792,321.02,0.05,Germany,Food,16.05
1793,958.39,0.18,India,Furniture,167.56
1794,43.09,0.2,India,Books,8.62
1795,583.99,0.2,Germany,Food,120.36
1796,174.84,0.05,France,Clothing,8.74
1797,715.1,0.12,UK,Food,85.81
1798,184.13,0.18,USA,Books,33.14
1799,243.03,0.18,UK,Clothing,43.75
1800,499.43,0.05,Germany,Food,24.97
1801,915.69,0.05,USA,Books,45.78
1802,219.6,0.05,UK,Clothing,10.98
1803,152.8,0.2,India,Clothing,30.56
1804,761.39,0.2,France,Furniture,152.28
1805,505.61,0.18,UK,Books,91.01
1806,912.67,0.12,France,Furniture,109.52
1807,155.15,0.05,India,Clothing,7.76
1808,649.47,0.2,UK,Clothing,129.89
1809,240.55,0.12,Germany,Food,28.98
1810,165.19,0.05,USA,Furniture,8.26
1811,686.6,0.12,India,Electronics,82.39
1812,597.75,0.05,France,Books,29.89
1813,757.28,0.12,France,Furniture,90.87
1814,316.37,0.18,India,Clothing,56.95
1815,453.49,0.05,Germany,Food,22.67
1816,411.42,0.05,Germany,Books,20.57
1817,984.25,0.18,France,Books,177.16
1818,299.33,0.05,India,Food,14.97
1819,301.87,0.05,India,Clothing,15.09
1820,361.0,0.2,USA,Electronics,72.2
1821,568.95,0.18,France,Food,102.41
1822,259.8,0.2,Germany,Electronics,51.96
1823,916.14,0.18,UK,Furniture,164.91
1824,273.03,0.12,Germany,Books,32.76
1825,896.86,0.18,Germany,Clothing,161.43
1826,112.44,0.18,UK,Electronics,20.24
1827,660.0,0.2,France,Clothing,132.0
1828,907.92,0.05,USA,Furniture,45.4
1829,177.06,0.18,Germany,Electronics,31.87
1830,968.64,0.05,Germany,Clothing,46.89
1831,458.35,0.18,France,Clothing,82.5
1832,946.26,0.2,France,Furniture,189.25
1833,680.05,0.18,India,Food,122.41
1834,308.57,0.12,France,Furniture,37.03
1835,196.42,0.18,France,Electronics,35.36
1836,310.7,0.18,Germany,Electronics,55.93
1837,102.09,0.05,USA,Books,5.1
1838,152.43,0.05,Germany,Clothing,7.62
1839,113.61,0.12,France,Electronics,13.63
1840,428.71,0.18,India,Food,80.82000000000001
1841,797.62,0.05,USA,Food,39.88
1842,149.97,0.18,India,Furniture,26.99
1843,139.02,0.2,UK,Electronics,27.8
1844,646.99,0.2,India,Electronics,129.4
1845,205.21,0.12,India,Books,24.63
1846,106.63,0.2,France,Books,21.33
1847,175.18,0.05,France,Books,8.76
1848,924.49,0.05,France,Electronics,46.22
1849,823.26,0.12,France,Furniture,98.79
1850,360.52,0.18,France,Furniture,64.89
1851,659.26,0.05,India,Furniture,32.96
1852,541.9,0.2,UK,Furniture,108.38
1853,680.35,0.05,France,Food,34.02
1854,685.84,0.12,UK,Electronics,82.3
1855,632.45,0.2,UK,Clothing,126.49
1856,273.44,0.2,Germany,Electronics,54.69
1857,48.62,0.2,Germany,Furniture,9.72
1858,461.01,0.12,USA,Food,55.32
1859,892.06,0.12,Germany,Food,107.05
1860,573.8,0.18,France,Electronics,102.54
1861,834.07,0.18,UK,Clothing,150.13
1862,991.71,0.18,USA,Furniture,178.51
1863,171.98,0.12,Germany,Food,24.71
1864,694.86,0.2,India,Furniture,138.97
1865,677.55,0.2,USA,Furniture,135.51
1866,980.16,0.05,France,Furniture,49.01
1867,985.74,0.18,UK,Books,177.43
1868,689.81,0.2,France,Furniture,137.96
1869,251.18,0.2,France,Furniture,50.24
1870,800.57,0.2,India,Clothing,160.11
1871,115.96,0.2,India,Clothing,23.19
1872,782.89,0.12,UK,Books,93.95
1873,911.09,0.18,Germany,Books,164.0
1874,389.01,0.2,France,Furniture,77.8
1875,634.33,0.2,Germany,Food,126.87
1876,435.84,0.2,UK,Food,92.15
1877,443.39,0.2,France,Electronics,88.68
1878,317.27,0.05,Germany,Food,15.86
1879,764.51,0.2,France,Food,152.9
1880,936.81,0.2,India,Clothing,189.44000000000003
1881,941.34,0.2,India,Electronics,188.27
1882,183.03,0.05,USA,Electronics,9.15
1883,876.0,0.12,UK,Clothing,105.12
1884,740.06,0.05,Germany,Food,37.0
1885,260.31,0.2,France,Food,52.06
1886,76.61,0.12,USA,Electronics,9.19
1887,275.32,0.2,UK,Food,55.06
1888,913.09,0.12,UK,Electronics,111.77
1889,636.85,0.2,UK,Food,127.37
1890,723.84,0.2,Germany,Furniture,144.77
1891,264.58,0.12,India,Clothing,31.75
1892,722.19,0.12,USA,Books,86.66
1893,37.84,0.2,Germany,Furniture,7.57
1894,381.57,0.05,France,Food,19.08
1895,630.49,0.05,Germany,Books,31.52
1896,154.64,0.05,France,Furniture,7.73
1897,824.77,0.05,France,Clothing,41.24
1898,242.68,0.12,UK,Books,34.1
1899,655.76,0.12,Germany,Books,78.69
1900,411.15,0.05,India,Clothing,20.56
1901,600.08,0.18,France,Furniture,108.01
1902,116.38,0.18,UK,Books,20.95
1903,26.74,0.18,India,Clothing,4.81
1904,910.47,0.2,Germany,Furniture,182.09
1905,276.93,0.05,India,Food,13.85
1906,821.48,0.2,Germany,Electronics,164.3
1907,999.36,0.12,France,Food,119.92
1908,219.32,0.12,USA,Food,26.32
1909,272.52,0.18,USA,Electronics,49.05
1910,666.23,0.18,France,Food,119.92
1911,965.79,0.12,India,Food,115.89
1912,916.66,0.18,Germany,Clothing,165.0
1913,507.85,0.18,USA,Clothing,91.41
1914,797.16,0.12,Germany,Furniture,95.66
1915,144.39,0.2,France,Books,28.88
1916,977.66,0.18,India,Furniture,175.98
1917,964.71,0.2,Germany,Clothing,192.94
1918,172.09,0.18,India,Clothing,30.98
1919,306.43,0.05,USA,Electronics,15.32
1920,109.15,0.2,Germany,Electronics,21.83
1921,279.0,0.2,UK,Clothing,55.8
1922,817.8,0.18,USA,Food,147.2
1923,384.53,0.2,India,Furniture,76.91
1924,97.51,0.05,France,Clothing,4.88
1925,348.8,0.12,UK,Clothing,41.86
1926,981.57,0.05,Germany,Electronics,49.08
1927,633.39,0.12,USA,Furniture,76.01
1928,422.0,0.05,Germany,Furniture,21.950000000000003
1929,174.87,0.05,Germany,Books,8.74
1930,986.32,0.2,UK,Clothing,197.26
1931,822.64,0.05,UK,Books,41.13
1932,288.66,0.18,UK,Electronics,51.96
1933,79.37,0.18,UK,Books,11.7
1934,66.06,0.18,France,Food,11.89
1935,129.17,0.18,India,Clothing,23.25
1936,584.96,0.2,UK,Clothing,116.99
1937,929.48,0.18,USA,Furniture,168.09
1938,501.78,0.05,Germany,Books,25.09
1939,844.52,0.18,UK,Furniture,152.01
1940,451.43,0.2,USA,Books,90.29
1941,711.5,0.12,France,Books,85.38
1942,734.55,0.05,USA,Electronics,36.73
1943,182.22,0.05,USA,Books,9.11
1944,367.6,0.2,France,Furniture,73.52
1945,640.93,0.12,France,Books,76.91
1946,79.99,0.18,Germany,Books,14.4
1947,367.92,0.12,UK,Clothing,44.15
1948,539.45,0.05,USA,Clothing,26.97
1949,996.26,0.05,India,Clothing,49.81
1950,479.79,0.05,India,Food,23.99
1951,817.9,0.12,Germany,Clothing,98.15
1952,437.75,0.18,India,Food,78.8
1953,798.43,0.05,Germany,Food,39.92
1954,599.46,0.2,UK,Furniture,119.89
1955,887.73,0.18,Germany,Clothing,159.79
1956,416.83,0.05,France,Books,20.84
1957,608.26,0.18,France,Electronics,109.49
1958,633.72,0.2,France,Books,126.74
1959,423.21,0.12,France,Clothing,50.79
1960,152.87,0.05,France,Books,7.64
1961,102.62,0.2,France,Clothing,20.52
1962,26.5,0.05,France,Clothing,1.33
1963,874.8,0.05,France,Books,43.74
1964,244.11,0.12,France,Food,33.44
1965,219.39,0.12,UK,Furniture,29.7
1966,738.68,0.18,France,Furniture,132.96
1967,326.82,0.2,Germany,Furniture,65.36
1968,510.98,0.2,UK,Furniture,102.2
1969,170.89,0.12,India,Electronics,20.51
1970,960.15,0.05,USA,Clothing,48.01
1971,853.07,0.18,UK,Electronics,153.55
1972,865.15,0.12,France,Furniture,103.82
1973,412.71,0.18,UK,Furniture,74.29
1974,764.74,0.18,USA,Books,137.18
1975,152.44,0.2,USA,Furniture,30.49
1976,18.53,0.18,France,Clothing,3.34
1977,29.77,0.2,France,Furniture,5.95
1978,590.74,0.05,Germany,Furniture,29.54
1979,460.84,0.05,USA,Electronics,23.04
1980,522.84,0.12,France,Clothing,62.74
1981,17.39,0.05,USA,Food,0.87
1982,428.46,0.2,Germany,Books,85.69
1983,720.89,0.18,India,Food,129.76
1984,448.27,0.18,USA,Electronics,80.69
1985,734.9,0.05,Germany,Furniture,36.74
1986,240.69,0.2,Germany,Books,48.14
1987,815.01,0.18,Germany,Clothing,146.7
1988,592.55,0.05,UK,Books,29.63
1989,218.66,0.2,France,Electronics,43.73
1990,244.35,0.2,USA,Furniture,48.87
1991,631.75,0.18,UK,Electronics,113.71
1992,831.64,0.12,USA,Clothing,99.8
1993,421.47,0.12,UK,Food,50.58
1994,265.72,0.2,France,Furniture,53.14
1995,868.34,0.2,Germany,Furniture,171.7
1996,672.58,0.05,USA,Electronics,33.63
1997,453.6,0.2,Germany,Electronics,90.72
1998,493.02,0.05,France,Electronics,24.65
1999,212.21,0.05,USA,Furniture,10.61
2000,630.53,0.05,India,Electronics,31.34
2001,365.16,0.2,India,Books,73.03
2002,995.69,0.2,India,Books,199.14
2003,485.38,0.05,France,Books,24.27
2004,491.03,0.18,India,Furniture,87.49
2005,570.19,0.2,USA,Electronics,114.04
2006,917.59,0.12,India,Clothing,110.11
2007,802.81,0.18,USA,Electronics,144.51
2008,456.62,0.12,France,Furniture,54.79
2009,721.51,0.2,Germany,Books,144.3
2010,590.37,0.18,UK,Furniture,106.27
2011,497.44,0.2,India,Electronics,99.49
2012,200.39,0.2,UK,Furniture,40.08
2013,469.3,0.18,Germany,Clothing,84.47
2014,253.36,0.2,France,Furniture,50.67
2015,915.69,0.18,France,Food,164.82
2016,342.05,0.2,Germany,Furniture,68.41
2017,952.74,0.05,UK,Electronics,47.64
2018,537.72,0.12,India,Food,64.53
2019,635.23,0.05,USA,Books,31.76
2020,547.51,0.2,France,Electronics,112.85
2021,138.09,0.2,Germany,Clothing,27.62
2022,382.06,0.2,UK,Furniture,76.41
2023,108.15,0.05,India,Furniture,5.41
2024,626.72,0.2,UK,Electronics,125.34
2025,452.41,0.18,India,Furniture,81.43
2026,780.21,0.12,USA,Furniture,93.63
2027,228.27,0.2,USA,Books,45.65
2028,172.92,0.2,Germany,Furniture,34.58
2029,412.27,0.12,Germany,Furniture,49.47
2030,927.32,0.12,India,Books,112.14
2031,713.32,0.12,India,Furniture,85.6
2032,424.73,0.05,India,Books,21.24
2033,522.1,0.05,India,Clothing,26.11
2034,93.37,0.2,USA,Furniture,18.67
2035,984.73,0.12,Germany,Electronics,118.17
2036,669.74,0.2,Germany,Food,133.95
2037,292.55,0.2,France,Clothing,58.51
2038,589.95,0.2,Germany,Furniture,117.99
2039,118.39,0.05,Germany,Electronics,5.92
2040,966.18,0.12,UK,Food,115.94
2041,183.04,0.2,UK,Books,36.61
2042,651.55,0.05,France,Furniture,32.58
2043,253.0,0.18,India,Books,45.54
2044,720.39,0.18,France,Clothing,129.67
2045,779.05,0.2,France,Food,155.81
2046,676.69,0.2,USA,Food,132.15
2047,618.35,0.12,Germany,Books,75.10000000000001
2048,893.54,0.12,USA,Books,107.76
2049,87.84,0.2,Germany,Clothing,21.67
2050,337.61,0.05,France,Electronics,16.88
2051,255.8,0.2,Germany,Furniture,51.16
2052,988.13,0.12,India,Electronics,118.58
2053,395.5,0.12,India,Food,47.46
2054,735.29,0.05,France,Furniture,36.76
2055,687.88,0.2,UK,Clothing,137.58
2056,219.96,0.12,India,Electronics,26.4
2057,246.61,0.2,France,Electronics,49.32
2058,288.47,0.12,USA,Furniture,34.62
2059,417.02,0.18,UK,Clothing,75.06
2060,241.98,0.18,India,Clothing,43.56
2061,29.45,0.18,France,Electronics,5.3
2062,880.6,0.12,France,Electronics,105.67
2063,965.95,0.05,USA,Books,48.3
2064,348.15,0.18,USA,Furniture,62.67
2065,345.12,0.12,UK,Clothing,41.41
2066,17.02,0.2,India,Food,3.4
2067,683.45,0.18,France,Furniture,123.02
2068,827.19,0.05,UK,Books,41.36
2069,155.14,0.05,UK,Furniture,7.76
2070,168.07,0.05,USA,Electronics,8.4
2071,792.18,0.2,France,Furniture,158.44
2072,620.13,0.2,Germany,Furniture,123.16
2073,54.41,0.05,USA,Furniture,2.72
2074,626.32,0.05,France,Food,31.32
2075,315.83,0.05,UK,Books,15.79
2076,375.04,0.2,UK,Furniture,75.01
2077,772.03,0.2,India,Furniture,154.41
2078,812.83,0.12,Germany,Food,97.54
2079,406.35,0.18,USA,Clothing,72.94
2080,947.68,0.2,India,Furniture,190.81
2081,412.4,0.05,India,Furniture,20.62
2082,774.12,0.18,Germany,Clothing,139.34
2083,489.04,0.2,USA,Furniture,97.81
2084,898.56,0.18,USA,Furniture,161.74
2085,908.68,0.12,UK,Furniture,109.04
2086,96.54,0.2,USA,Books,19.31
2087,937.13,0.05,India,Electronics,46.86
2088,827.28,0.05,UK,Books,41.36
2089,793.4,0.12,USA,Clothing,95.21
2090,208.9,0.12,Germany,Books,25.07
2091,807.07,0.12,India,Books,96.85
2092,851.63,0.12,France,Food,102.2
2093,296.26,0.12,Germany,Clothing,35.55
2094,952.74,0.2,Germany,Clothing,190.55
2095,59.36,0.2,USA,Clothing,11.87
2096,158.41,0.18,UK,Books,24.48
2097,542.21,0.12,UK,Clothing,64.77
2098,580.03,0.05,India,Food,29.0
2099,648.7,0.05,USA,Furniture,32.44
2100,26.8,0.12,UK,Books,3.22
2101,960.76,0.12,France,Furniture,115.29
2102,54.14,0.12,USA,Furniture,5.18
2103,151.63,0.12,USA,Books,18.2
2104,23.87,0.12,UK,Books,2.86
2105,571.19,0.05,Germany,Clothing,32.3
2106,932.94,0.18,USA,Food,167.93
2107,669.29,0.12,Germany,Books,76.87
2108,824.43,0.12,India,Furniture,98.93
2109,23.15,0.12,India,Books,2.78
2110,546.6,0.2,UK,Food,109.32
2111,464.97,0.05,India,Electronics,23.25
2112,503.98,0.05,UK,Furniture,25.2
2113,81.49,0.18,UK,Electronics,14.67
2114,687.59,0.2,Germany,Electronics,137.52
